#Frame            All     All[Max]
     891      23.9950      33.9689
     892      24.2155      34.5472
     893      23.9946      34.1750
     894      23.9132      33.5750
     895      24.0386      33.6534
     896      24.0313      34.3554
     897      23.9680      34.5838
     898      24.0719      34.5934
     899      23.9195      33.9873
     900      23.9336      34.1969
     901      24.0988      34.3902
     902      24.2992      35.0759
     903      24.3495      34.8000
     904      24.3936      35.3117
     905      24.3957      35.2690
     906      24.4560      34.7366
     907      24.3897      35.1776
     908      24.4178      35.5468
     909      24.4005      35.3983
     910      24.3419      35.3677
     911      24.5113      36.1807
     912      24.4127      35.5109
     913      24.2034      35.0588
     914      24.3777      35.7988
     915      24.2810      35.4952
     916      24.4994      36.2556
     917      24.5284      36.6224
     918      24.5128      36.3696
     919      24.4138      36.4191
     920      24.5259      36.2672
     921      24.6448      36.6654
     922      24.6923      37.1939
     923      24.8207      37.5437
     924      24.8425      37.8478
     925      24.6384      38.2614
     926      24.7612      37.5634
     927      24.7889      38.2267
     928      24.7870      38.0330
     929      24.8898      38.4068
     930      24.9090      38.8503
     931      25.0362      38.4349
     932      25.0811      38.6933
     933      25.1011      38.6239
     934      25.2390      38.5456
     935      25.3809      39.2932
     936      25.2154      38.9982
     937      25.1260      39.0311
     938      25.2690      38.8003
     939      25.1141      38.7640
     940      25.0373      38.3242
     941      25.0007      38.1350
     942      24.8523      37.8670
     943      24.9318      38.0104
     944      24.8911      37.7674
     945      24.8236      37.9857
     946      24.9376      38.3173
     947      25.0550      38.6563
     948      24.9186      38.2061
     949      25.0070      39.0531
     950      25.1276      39.2136
     951      25.1359      38.8290
     952      25.1769      38.5973
     953      25.2355      38.6922
     954      25.2678      38.5394
     955      25.2278      38.8849
     956      25.2169      39.4701
     957      25.1604      39.1126
     958      24.9882      39.0332
     959      24.9932      38.8978
     960      24.9120      38.9493
     961      24.8640      38.7309
     962      24.8453      38.9620
     963      25.0442      39.7656
     964      25.1940      40.0006
     965      25.3027      40.2909
     966      25.3713      40.5723
     967      25.3620      40.7878
     968      25.2940      40.6556
     969      25.2087      40.4851
     970      25.2271      40.4820
     971      24.9756      39.8560
     972      25.0087      39.5525
     973      25.0162      39.9945
     974      25.0524      40.4103
     975      24.9831      39.9937
     976      24.7805      39.3362
     977      24.7212      39.5145
     978      24.9218      39.8187
     979      24.9147      39.8651
     980      24.8601      40.0838
     981      24.8492      39.8956
     982      24.8742      39.6733
     983      24.7811      39.5387
     984      24.6918      39.3578
     985      24.7541      39.8030
     986      24.6454      39.6267
     987      24.5554      39.2108
     988      24.7078      39.4726
     989      24.8184      39.6625
     990      24.9097      40.0480
     991      24.7037      39.5332
     992      24.8290      39.6749
     993      24.7604      39.4602
     994      24.8147      39.3871
     995      24.6900      39.1538
     996      24.7288      38.6256
     997      24.7245      38.7629
     998      24.6511      38.3821
     999      24.7696      38.7523
    1000      24.8581      38.8422
    1001      25.0005      38.5870
    1002      24.8705      38.4060
    1003      24.7793      38.6406
    1004      24.5831      38.4153
    1005      24.4396      38.3835
    1006      24.4034      38.1474
    1007      24.5785      38.2852
    1008      24.4263      37.8376
    1009      24.4752      38.0649
    1010      24.5616      38.3710
    1011      24.5893      37.7471
    1012      24.6639      38.5110
    1013      24.6437      38.1155
    1014      24.6603      37.6265
    1015      24.5089      37.6003
    1016      24.5147      37.2472
    1017      24.7295      37.4761
    1018      24.7048      37.8689
    1019      24.8123      37.6144
    1020      24.8514      37.7024
    1021      24.8474      37.8751
    1022      25.1482      38.6947
    1023      25.0412      38.2716
